iter	Logloss
173	0.3322787536
174	0.3312249937
175	0.3306143409
176	0.3296160196
177	0.3283942875
178	0.3272660908
179	0.3263229069
180	0.3251350051
181	0.3238773597
182	0.3230460318
183	0.3220156117
184	0.3209292512
185	0.3199334897
186	0.3188643205
187	0.3178567133
188	0.3168913189
189	0.3158005162
190	0.3144789244
191	0.313521862
192	0.3124211964
193	0.3116167972
194	0.3105283285
195	0.3095026518
196	0.3084652047
197	0.3072657836
198	0.3063195379
199	0.3054276015
200	0.3042620107
201	0.3032628862
202	0.302199966
203	0.3011611637
204	0.3003245404
205	0.2992913347
206	0.2983353514
207	0.2973574588
208	0.2964012246
209	0.2953821483
210	0.2944953818
211	0.2934301527
212	0.2928253224
213	0.2917858425
214	0.2905974639
215	0.2896120172
216	0.2886350531
217	0.2876589424
218	0.2868406898
219	0.286013804
220	0.2849431791
221	0.2844875737
222	0.283304867
223	0.2821167645
224	0.2812741932
225	0.2802291418
226	0.2793812501
227	0.27850914
228	0.2777364129
229	0.2768792604
230	0.2757885331
231	0.2749652361
232	0.2739548181
233	0.2730667717
234	0.2722732142
235	0.2713025746
236	0.2705380791
237	0.2697656029
238	0.2687981756
239	0.2680046433
240	0.2672976444
241	0.2663141552
242	0.2655555324
243	0.2648154309
244	0.2640399933
245	0.2631250181
246	0.2624535812
247	0.2616644659
248	0.2608265124
249	0.2601452376
250	0.2594499086
251	0.2583976796
252	0.2576685956
253	0.257001149
254	0.2562528911
255	0.2555298805
256	0.2546096099
257	0.2539278583
258	0.2532050484
259	0.2522700962
260	0.2514335231
261	0.2506601434
262	0.2499355517
263	0.2490424106
264	0.2483212069
265	0.2476228915
266	0.2472398156
267	0.2465836374
268	0.2459073318
269	0.2452796635
270	0.2444341308
271	0.2436572878
272	0.2429810574
273	0.242247983
274	0.2416218206
275	0.2409440342
276	0.2405562903
277	0.2397849936
278	0.2390249152
279	0.238418303
280	0.2378578186
281	0.2372485211
282	0.2366529264
283	0.2363868011
284	0.2356145256
285	0.2347953947
286	0.2341548518
287	0.2335124769
288	0.2328825499
289	0.2322893896
290	0.2316612946
291	0.2310803564
292	0.2303689154
293	0.2296365437
294	0.2289126296
295	0.2282930173
296	0.2276911485
297	0.2269913523
298	0.226447507
299	0.2259270517
300	0.2252421128
301	0.2246177071
302	0.223890405
303	0.2232819607
304	0.2226828023
305	0.2218998357
306	0.2213319728
307	0.2206649027
308	0.2201011055
309	0.2194927617
310	0.2188186144
311	0.2183008696
312	0.2175927915
313	0.2170071351
314	0.2164038859
315	0.2158285442
316	0.2153157686
317	0.2146851891
318	0.2141092702
319	0.2136146897
320	0.213069464
321	0.2124947749
322	0.2119743448
323	0.2113133732
324	0.2106958439
325	0.210214389
326	0.209690094
327	0.2091454581
328	0.2083709616
329	0.2077239564
330	0.2071283993
331	0.2065918069
332	0.2060689675
333	0.2055578483
334	0.2049887933
335	0.2045017795
336	0.2039975995
337	0.203668494
338	0.202966414
339	0.202504547
340	0.2018147017
341	0.2013280768
342	0.2007090669
343	0.2002236969
344	0.1996645927
345	0.1991859612
346	0.1987382989
347	0.1982719396
348	0.1977095855
349	0.1972194722
350	0.196738218
351	0.1962311644
352	0.1957209989
353	0.1952465459
354	0.1947429055
355	0.1940683315
356	0.1935538242
357	0.1929612411
358	0.1924743025
359	0.1920275814
360	0.1915026088
361	0.1910261731
362	0.1906103586
363	0.1901676529
364	0.1896578889
365	0.189136204
366	0.1886970871
367	0.1881313073
368	0.1875463285
369	0.1871275651
370	0.1866754482
371	0.1861617691
372	0.1856047982
373	0.1853287596
374	0.1849056796
375	0.1843263977
376	0.1838778822
377	0.1834557684
378	0.1830313331
379	0.182534381
380	0.1821053154
381	0.181687606
382	0.1812867616
383	0.1808516352
384	0.1804633392
385	0.1799277757
386	0.1795012073
387	0.1789378869
388	0.1784228777
389	0.1780073266
390	0.1775432386
391	0.177120535
392	0.1766939289
393	0.1762989571
394	0.1758312426
395	0.1753951876
396	0.1750279979
397	0.1746247693
398	0.174245483
399	0.1738614785
400	0.1734417865
401	0.1728860705
402	0.1725238499
403	0.17212416
404	0.171713553
405	0.1713137125
406	0.1709363084
407	0.1704909676
408	0.1701195867
409	0.1697579434
410	0.1693303962
411	0.1688961481
412	0.1684942873
413	0.1681124913
414	0.167548142
415	0.1671775893
416	0.1667974623
417	0.1664057029
418	0.1660438964
419	0.16557957
420	0.1651807584
421	0.1648396944
422	0.1644651388
423	0.1640195219
424	0.1636676914
425	0.1632871
426	0.1629184171
427	0.1625271094
428	0.1621815154
429	0.1617886769
430	0.1614521554
431	0.1611330886
432	0.1607884106
433	0.1603709773
434	0.1600312308
435	0.1596237609
436	0.1592806766
437	0.1589184811
438	0.1585510906
439	0.1584092441
440	0.1581001282
441	0.1577811994
442	0.1574556953
443	0.1570713771
444	0.1566814749
445	0.1563483163
446	0.1558771384
447	0.1555417964
448	0.1552159912
449	0.154859706
450	0.1545641548
451	0.1544453972
452	0.1540471755
453	0.1537011297
454	0.1532915768
455	0.1529473255
456	0.1525979795
457	0.1522912728
458	0.1520033008
459	0.1516918634
460	0.1514027997
461	0.1510494634
462	0.1507188646
463	0.1503833972
464	0.1501048364
465	0.1498127109
466	0.1495196192
467	0.1492226751
468	0.1489234975
469	0.1486223371
470	0.1482886013
471	0.147967853
472	0.1476681985
473	0.147400856
474	0.1469972008
475	0.1466572787
476	0.1463172561
477	0.1460423344
478	0.1457611134
479	0.1454551094
480	0.1451225532
481	0.1448191091
482	0.144473628
483	0.1442070635
484	0.1439165191
485	0.1436338174
486	0.1433650945
487	0.1430613618
488	0.1427989257
489	0.1425145551
490	0.1421404136
491	0.1418615015
492	0.141631139
493	0.1413568321
494	0.1410596998
495	0.1407247343
496	0.1403538804
497	0.1400679287
498	0.1397411321
499	0.1395033033
500	0.1392060706
501	0.1389487919
502	0.1386384964
503	0.1382974449
504	0.1380181564
505	0.1377456063
506	0.1374977764
507	0.1372149367
508	0.1369301645
509	0.1366095041
510	0.1363557389
511	0.1361055374
512	0.1358587867
513	0.1355603871
514	0.1352248443
515	0.1349741283
516	0.1347499396
517	0.1344976425
518	0.1342238376
519	0.1338926867
520	0.13363916
521	0.1333671495
522	0.1331096448
523	0.1329449101
524	0.1326933409
525	0.1325849985
526	0.1322438591
527	0.1319960544
528	0.1318071767
529	0.1315515418
530	0.1311861214
531	0.1309031938
532	0.1306947658
533	0.1304827489
534	0.1301106654
535	0.129839596
536	0.1296113918
537	0.1293764742
538	0.1291335884
539	0.1288631841
540	0.1286352183
541	0.1284094108
542	0.1281583435
543	0.127944231
544	0.1277069795
545	0.127474032
546	0.1272206934
547	0.1269992402
548	0.1266810643
549	0.1264372499
550	0.12620887
551	0.1259915201
552	0.1257382945
553	0.1255359273
554	0.1253140349
555	0.1250728055
556	0.1248392808
557	0.1246117542
558	0.1244078561
559	0.124167618
560	0.1239986169
561	0.1237535226
562	0.1235037854
563	0.1232806758
564	0.1230282533
565	0.1227604966
566	0.1225320164
567	0.1223082291
568	0.1220851195
569	0.1218528999
570	0.1216695309
571	0.1215033029
572	0.121276868
573	0.1210735472
574	0.1207872943
575	0.1205772726
576	0.1203277738
577	0.1201152802
578	0.1198813539
579	0.1196380414
580	0.1194353857
581	0.1192346874
582	0.1190109629
583	0.1187931989
584	0.1185514801
585	0.1183380328
586	0.1181006934
587	0.1178890027
588	0.1176536334
589	0.1174499863
590	0.1172084808
591	0.1170117479
592	0.1168057793
593	0.1165888059
594	0.1163837533
595	0.1161719372
596	0.115965793
597	0.1157319671
598	0.1155145043
599	0.1152988359
600	0.1151167468
601	0.1150013271
602	0.1148133278
603	0.1146262319
604	0.114430804
605	0.1142256511
606	0.1139730905
607	0.1137730448
608	0.1135628851
609	0.1133823897
610	0.1131050461
611	0.112918515
612	0.1127387724
613	0.1125418136
614	0.1123304618
615	0.1120864969
616	0.1118621826
617	0.1115846132
618	0.111401056
619	0.1111972708
620	0.1109182082
621	0.1108192645
622	0.1106836168
623	0.1105488978
624	0.1103518762
625	0.1101488565
626	0.1099956914
627	0.109818308
628	0.1096586805
629	0.1094465758
630	0.1092592792
631	0.1090764874
632	0.1088813606
633	0.1086974897
634	0.1085205204
635	0.1083406273
636	0.1081603703
637	0.1079738768
638	0.1077747345
639	0.1075838867
640	0.1073974308
641	0.1072146516
642	0.1070300905
643	0.1068624823
644	0.106687094
645	0.1065082801
646	0.1062485795
647	0.1060943729
648	0.1059323236
649	0.1057422036
650	0.1055676937
651	0.1053706972
652	0.1051964634
653	0.1050365097
654	0.1048574699
655	0.1046178843
656	0.1044530178
657	0.1042753521
658	0.1041116087
659	0.1039357813
660	0.1037478949
661	0.1035901873
662	0.1033928143
663	0.1031645976
664	0.1029996495
665	0.1028251271
666	0.1026362369
667	0.1024209073
668	0.1022083634
669	0.1020542822
670	0.1018893719
671	0.1016947784
672	0.1015328232
673	0.10140872
674	0.1011871539
675	0.1010354318
676	0.1008670456
677	0.1006924228
678	0.1005249776
679	0.1003539374
680	0.1001997308
681	0.1000269714
682	0.09987981696
683	0.09971712138
684	0.09952167461
685	0.09930015865
686	0.09913177239
687	0.09902085756
688	0.09889021673
689	0.09873387688
690	0.09856879711
691	0.09849510695
692	0.09834758859
693	0.09821805201
694	0.09807650666
695	0.09792316587
696	0.09775365026
697	0.0975940604
698	0.09736662162
699	0.09718390515
700	0.09701288374
701	0.09685730934
702	0.09670583825
703	0.09653411413
704	0.09638659578
705	0.09624685739
706	0.09610005429
707	0.09595118071
708	0.09581301714
709	0.09566139547
710	0.09552287428
711	0.09537646645
712	0.0952311817
713	0.09506707442
714	0.09491601743
715	0.09478482447
716	0.09462356567
717	0.0944797428
718	0.09434676798
719	0.09420231769
720	0.09403047436
721	0.09386398918
722	0.09371886755
723	0.09356758469
724	0.09343535022
725	0.09330233775
726	0.09317119498
727	0.0930354407
728	0.09287492225
729	0.0927309237
730	0.09258898308
731	0.09245989197
732	0.09233287761
733	0.09220162191
734	0.09206816397
735	0.09191833672
736	0.09176740521
737	0.09163024551
738	0.09146139496
739	0.09137134803
740	0.09122619503
741	0.09108356426
742	0.09094044409
743	0.09075166677
744	0.09058186882
745	0.09045645438
746	0.09028414676
747	0.09014275199
748	0.09000167094
749	0.08984352413
750	0.0897157004
751	0.08956201453
752	0.08943038865
753	0.08927697257
754	0.08915914987
755	0.08902253603
756	0.08888500615
757	0.08878598715
758	0.08865752973
759	0.08853901687
760	0.08841333891
761	0.0882684808
762	0.08811729833
763	0.0879942116
764	0.0878450996
765	0.08772069529
766	0.08759560711
767	0.08744209064
768	0.08731148117
769	0.08717466656
770	0.08705078928
771	0.08692822331
772	0.0868025077
773	0.08663456691
774	0.0865082929
775	0.08634257944
776	0.08620680633
777	0.08608075192
778	0.08595856867
779	0.08580802616
780	0.08567112371
781	0.08556154527
782	0.08545212997
783	0.08531574199
784	0.08520103128
785	0.08506961245
786	0.08496613252
787	0.08485209314
788	0.08473428927
789	0.08462107809
790	0.08449853094
791	0.08436592002
792	0.08424604566
793	0.08407184952
794	0.08394903886
795	0.08380990279
796	0.08369882483
797	0.08356408069
798	0.08343542877
799	0.08328805472
800	0.08317962446
801	0.08304009939
802	0.0829330871
803	0.08281650669
804	0.08266573831
805	0.0825624215
806	0.08245306893
807	0.08233461255
808	0.08221105525
809	0.08212314781
810	0.08197064149
811	0.08184850843
812	0.08174128281
813	0.08163475363
814	0.08152215732
815	0.08139593978
816	0.081259213
817	0.08113494672
818	0.08106624453
819	0.08096417628
820	0.08085510605
821	0.0807413302
822	0.08062422276
823	0.08051908644
824	0.08041549984
825	0.08030855028
826	0.08018760932
827	0.08006740871
828	0.07992607041
829	0.07980644075
830	0.07964555213
831	0.07954327684
832	0.07937857352
833	0.0792734121
834	0.079171965
835	0.07906113173
836	0.07896453456
837	0.07884802316
838	0.07870851065
839	0.07860688159
840	0.07850304403
841	0.07838849017
842	0.07827509077
843	0.07816842983
844	0.07806415307
845	0.07796268087
846	0.07785982835
847	0.07774219387
848	0.07762306615
849	0.07751143606
850	0.07743038629
851	0.07733124808
852	0.07722721602
853	0.07713355516
854	0.07701209972
855	0.07688136477
856	0.07677370624
857	0.07666709549
858	0.07656500214
859	0.07647127227
860	0.07637104235
861	0.07625375296
862	0.07611289777
863	0.07601360271
864	0.07590424387
865	0.07580681851
866	0.07571115619
867	0.07560663474
868	0.07548768269
869	0.07538166172
870	0.07528540335
871	0.0751941957
872	0.07509167571
873	0.07499595065
874	0.07489722653
875	0.07478554625
876	0.07466554014
877	0.07458245127
878	0.07448160648
879	0.07439285203
880	0.07430267334
881	0.07421950917
882	0.07412545305
883	0.0739573805
884	0.07386434706
885	0.07375962483
886	0.07366861168
887	0.07357720952
888	0.07347508481
889	0.07338313053
890	0.0732898022
891	0.0731841514
892	0.07309828306
893	0.07300616566
894	0.07288597759
895	0.0728024558
896	0.07270955412
897	0.07262111338
898	0.07253550228
899	0.07244226807
900	0.0723426091
901	0.07224828319
902	0.07216056397
903	0.07207384235
904	0.07199223418
905	0.07191083933
906	0.07182923116
907	0.07174280443
908	0.07165627103
909	0.07155813669
910	0.07143294811
911	0.07133372206
912	0.0712378276
913	0.07114999545
914	0.07106378831
915	0.07097439389
916	0.07089470562
917	0.07078498288
918	0.07069598374
919	0.07060822688
920	0.07052938562
921	0.07043425033
922	0.07035215905
923	0.07026519901
924	0.07016988177
925	0.07009703235
926	0.06999626913
927	0.06990668021
928	0.06981703482
929	0.06973235231
930	0.06964723687
931	0.06956496992
932	0.06948147949
933	0.06939945095
934	0.06928896904
935	0.06921265
936	0.06913254763
937	0.06905663013
938	0.068972826
939	0.06889552819
940	0.06881669948
941	0.06874230033
942	0.06868190514
943	0.06859323853
944	0.06851025004
945	0.06842077406
946	0.06834043955
947	0.06824859192
948	0.06817214113
949	0.06809854507
950	0.06801415745
951	0.06793985869
952	0.06785791171
953	0.06777371858
954	0.06769042266
955	0.06756712261
956	0.06748171229
957	0.06739965238
958	0.06730840708
959	0.06722978542
960	0.06714445039
961	0.06706974381
962	0.06698408252
963	0.06690861049
964	0.06682959356
965	0.06675536382
966	0.06667664177
967	0.06658283033
968	0.06650287227
969	0.066417669
970	0.06634522112
971	0.06625564475
972	0.06618245024
973	0.06611139523
974	0.06596166209
975	0.06588482857
976	0.06580301335
977	0.06572895301
978	0.06564524299
979	0.06556627625
980	0.06549397268
981	0.06541480516
982	0.06533896923
983	0.06526197885
984	0.0651606886
985	0.06508506599
986	0.06499275408
987	0.06492620393
988	0.06484974058
989	0.06478162816
990	0.06469871496
991	0.06462636747
992	0.06454741327
993	0.06448054314
994	0.06440699728
995	0.06433896642
996	0.06426752241
997	0.06419912137
998	0.06412734483
999	0.06404749971
